Car Make,Model,Mileage,Configuration,Year of Make,Primary Damage,Secondary Damage,Website Post Date,Sell Date,Estimated Price (USD),Options,Engine Type,Horsepower
Toyota,Corolla,185656,Automatic,1998,Front,,2023-12-28 16:34:10.641277,,10000.0,Full,2.0L I4,169
Audi,Q7,64200,Automatic,2023,,,2023-05-27 16:34:10.641296,,137531.31,Advanced,2.0L I4 Turbo,248
Toyota,Highlander,149327,Automatic,2021,,,2023-09-07 16:34:10.641314,,31593.84,Luxe,3.5L V6,295
Audi,A4,115936,Automatic,1998,,,2023-06-10 16:34:10.641334,,15000.0,Full,2.0L I4 Turbo,261
Toyota,Corolla,31634,Manual,1980,Side,Front,2024-01-04 16:34:10.641356,2024-02-27 16:34:10.641356,10000.0,Luxe,2.0L I4,169
Audi,Q7,77062,Manual,2005,,,2022-12-08 16:34:10.641376,,18062.010000000002,Advanced,3.0L V6 Turbo,335
Mercedes-Benz,GLC,130851,Automatic,2023,,,2024-04-04 16:34:10.641395,,53721.24,Base,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,160995,Automatic,1977,,,2024-09-23 16:34:10.641414,2024-09-25 16:34:10.641414,13247.62,Luxe,3.0L I6 Turbo,429
Mercedes-Benz,E-Class,43648,Automatic,2008,Rear,,2022-03-08 16:34:10.641436,,10403.18,Luxe,2.0L I4 Turbo,255
Audi,Q5,135475,Automatic,2008,,,2022-03-04 16:34:10.641457,,15000.0,Full,3.0L V6,349
Toyota,Corolla,110824,Automatic,1979,,,2024-03-08 16:34:10.641475,2024-03-19 16:34:10.641475,10000.0,Luxe,2.0L I4,169
Mercedes-Benz,C-Class,102020,Automatic,2008,,,2023-03-19 16:34:10.641495,2023-04-22 16:34:10.641495,10000.0,Advanced,2.0L I4 Turbo,255
Audi,A4,66239,Automatic,1999,,,2022-09-25 16:34:10.641515,,15000.0,Full,2.0L I4 Turbo,261
Toyota,Tacoma,101205,Automatic,2013,Rear,,2023-01-15 16:34:10.641536,2023-02-24 16:34:10.641536,10000.0,Base,2.7L I4,159
Toyota,RAV4,28956,Automatic,2001,,,2024-11-08 16:34:10.641556,,10000.0,Full,2.5L I4,203
Toyota,Highlander,104750,Automatic,2003,,,2023-11-27 16:34:10.641573,,10000.0,Advanced,2.5L I4 Hybrid,243
Toyota,Camry,8747,Automatic,1984,Roof,,2022-11-11 16:34:10.641590,,10000.0,Base,2.5L I4,203
Toyota,Corolla,93840,Automatic,1971,Side,,2023-02-10 16:34:10.641612,2023-02-18 16:34:10.641612,10000.0,Luxe,1.8L I4,139
Mercedes-Benz,GLA,126071,Automatic,2020,,,2023-12-21 16:34:10.641633,,18084.08,Advanced,2.0L I4 Turbo,221
Mercedes-Benz,S-Class,22898,Automatic,2007,Front,,2023-07-17 16:34:10.641652,,14824.24,Luxe,3.0L I6 Turbo,429
Toyota,Tacoma,77935,Automatic,2010,,,2023-03-08 16:34:10.641672,,10000.0,Luxe,3.5L V6,278
Mercedes-Benz,E-Class,45518,Automatic,2011,,,2024-03-05 16:34:10.641694,2024-03-15 16:34:10.641694,13486.82,Luxe,3.0L I6 Turbo,362
Audi,A8,5924,Automatic,2018,,,2022-08-18 16:34:10.641717,,32180.73,Luxe,4.0L V8,563
Mercedes-Benz,C-Class,188768,Automatic,1997,,,2023-02-10 16:34:10.641737,,10000.0,Base,2.0L I4 Turbo,255
Toyota,RAV4,181720,Automatic,2014,,,2022-04-20 16:34:10.641755,2022-06-09 16:34:10.641755,10000.0,Luxe,2.5L I4,203
Audi,Q5,46686,Automatic,2010,,,2024-11-02 16:34:10.641777,2024-11-14 16:34:10.641777,17877.96,Luxe,2.0L I4 Turbo,261
Toyota,RAV4,69110,Automatic,2018,,,2024-07-03 16:34:10.641800,,10000.0,Base,2.5L I4,203
Toyota,Tacoma,149308,Automatic,2003,,,2024-01-01 16:34:10.641818,,10000.0,Advanced,2.7L I4,159
Audi,A6,65718,Automatic,2008,,,2022-12-02 16:34:10.641836,,15000.0,Base,2.0L I4 Turbo,248
Audi,Q5,183413,Automatic,2019,,,2022-05-28 16:34:10.641854,,19475.31,Luxe,2.0L I4 Turbo,261
Toyota,Camry,59571,Automatic,2013,,,2023-06-28 16:34:10.641874,2023-07-08 16:34:10.641874,10000.0,Full,2.5L I4,203
Audi,Q5,61780,Automatic,2023,,,2023-07-19 16:34:10.641896,,128624.91,Luxe,3.0L V6,349
Mercedes-Benz,E-Class,14255,Automatic,2022,,,2023-03-23 16:34:10.641915,2023-04-15 16:34:10.641915,63314.86,Advanced,3.0L I6 Turbo,362
Toyota,Highlander,136974,Automatic,2007,,,2023-03-07 16:34:10.641937,2023-03-08 16:34:10.641937,10000.0,Luxe,3.5L V6,295
Mercedes-Benz,GLA,192313,Automatic,2022,Side,,2023-08-23 16:34:10.641959,,25079.88,Base,2.0L I4 Turbo,221
Mercedes-Benz,GLC,196735,Automatic,2017,,,2024-03-19 16:34:10.641978,,10000.0,Advanced,2.0L I4 Turbo,255
Audi,Q5,114139,Automatic,2011,,,2023-01-16 16:34:10.641998,2023-03-07 16:34:10.641998,15000.0,Base,3.0L V6,349
Mercedes-Benz,S-Class,79534,Automatic,1999,,,2022-07-23 16:34:10.642019,2022-08-06 16:34:10.642019,18399.72,Luxe,4.0L V8,496
Audi,A8,120291,Automatic,2008,Side,,2022-10-25 16:34:10.642041,,21704.73,Luxe,4.0L V8,563
Mercedes-Benz,S-Class,44137,Automatic,1996,,,2024-10-15 16:34:10.642062,,14319.1,Base,3.0L I6 Turbo,429
Toyota,Camry,26880,Automatic,2022,Front,,2023-12-24 16:34:10.642085,2024-01-06 16:34:10.642085,23903.62,Base,3.5L V6,301
Toyota,Camry,16452,Automatic,1982,Side,,2022-10-03 16:34:10.642113,2022-11-10 16:34:10.642113,10000.0,Base,3.5L V6,301
Mercedes-Benz,S-Class,103676,Automatic,2014,,,2022-11-01 16:34:10.642134,,15292.86,Luxe,3.0L I6 Turbo,429
Audi,Q7,126788,Automatic,2019,,,2022-09-18 16:34:10.642152,,21732.93,Base,3.0L V6 Turbo,335
Audi,Q7,119448,Automatic,2012,,,2023-12-03 16:34:10.642171,2024-01-05 16:34:10.642171,15000.0,Base,3.0L V6 Turbo,335
Toyota,Highlander,143468,Automatic,2014,,,2022-04-02 16:34:10.642192,2022-05-27 16:34:10.642192,10000.0,Advanced,3.5L V6,295
Audi,A6,45802,Automatic,2014,,,2022-05-30 16:34:10.642213,,19872.18,Luxe,2.0L I4 Turbo,248
Audi,Q7,167112,Automatic,2005,,,2024-09-12 16:34:10.642231,2024-09-21 16:34:10.642231,15000.0,Base,3.0L V6 Turbo,335
Audi,Q5,95197,Automatic,2013,,,2023-08-01 16:34:10.642252,,15000.0,Full,2.0L I4 Turbo,261
Toyota,Camry,145498,Automatic,2013,Rear,,2023-12-22 16:34:10.642270,,10000.0,Luxe,2.5L I4,203
Mercedes-Benz,C-Class,166929,Automatic,1995,,,2024-04-19 16:34:10.642289,2024-06-15 16:34:10.642289,10000.0,Full,2.0L I4 Turbo,255
Audi,Q5,59288,Automatic,2023,,,2023-07-05 16:34:10.642309,2023-08-17 16:34:10.642309,118378.95000000001,Luxe,2.0L I4 Turbo,261
Toyota,Tacoma,155748,Automatic,2014,,,2023-06-09 16:34:10.642331,2023-06-30 16:34:10.642331,10000.0,Luxe,3.5L V6,278
Toyota,Camry,32298,Automatic,1983,,,2023-10-10 16:34:10.642351,,10000.0,Base,3.5L V6,301
Toyota,Highlander,197848,Manual,2017,Rear,,2023-07-28 16:34:10.642373,2023-08-17 16:34:10.642373,10000.0,Full,2.5L I4 Hybrid,243
Mercedes-Benz,S-Class,8048,Automatic,2018,Rear,,2023-07-26 16:34:10.642393,2023-09-10 16:34:10.642393,16057.48,Luxe,4.0L V8,496
Audi,Q5,28293,Automatic,2013,,,2022-05-26 16:34:10.642414,,18275.1,Luxe,3.0L V6,349
Mercedes-Benz,S-Class,170836,Automatic,1997,,,2023-06-17 16:34:10.642433,2023-07-10 16:34:10.642433,12855.78,Full,4.0L V8,496
Mercedes-Benz,E-Class,136581,Automatic,1999,,,2024-04-12 16:34:10.642456,,10000.0,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,70849,Automatic,2015,Rear,,2024-07-15 16:34:10.642478,2024-08-25 16:34:10.642478,10000.0,Base,2.0L I4 Turbo,255
Toyota,Highlander,55579,Automatic,2012,Rear,,2022-03-26 16:34:10.642498,,10000.0,Base,2.5L I4 Hybrid,243
Audi,A4,69675,Automatic,2000,,,2023-06-16 16:34:10.642520,2023-07-12 16:34:10.642520,15000.0,Base,2.0L I4 Turbo,261
Toyota,RAV4,105058,Automatic,2021,Front,,2023-05-14 16:34:10.642540,2023-07-10 16:34:10.642540,18903.54,Full,2.5L I4,203
Toyota,Highlander,132362,Automatic,2011,,,2022-11-27 16:34:10.642563,,10000.0,Advanced,2.5L I4 Hybrid,243
Audi,A8,183704,Automatic,2001,Rear,Rear,2023-12-11 16:34:10.642584,2023-12-30 16:34:10.642584,15890.849999999999,Advanced,3.0L V6 Turbo,335
Toyota,Tacoma,189769,Automatic,1997,Side,,2022-12-22 16:34:10.642606,,10000.0,Advanced,2.7L I4,159
Mercedes-Benz,GLC,175125,Automatic,2018,,,2022-06-17 16:34:10.642624,2022-08-14 16:34:10.642624,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,153043,Automatic,1997,,,2023-06-25 16:34:10.642644,2023-06-28 16:34:10.642644,11642.4,Advanced,3.0L I6 Turbo,429
Mercedes-Benz,S-Class,195334,Automatic,1979,Roof,,2024-06-27 16:34:10.642670,2024-07-11 16:34:10.642670,10000.0,Full,4.0L V8,496
Toyota,Camry,145590,Automatic,2023,Rear,Rear,2023-03-28 16:34:10.642694,,23379.86,Base,3.5L V6,301
Mercedes-Benz,C-Class,80732,Automatic,2023,,,2023-01-25 16:34:10.642713,,67000.92,Full,2.0L I4 Turbo,255
Toyota,Corolla,55366,Automatic,1987,,,2022-07-01 16:34:10.642734,,10000.0,Base,1.8L I4,139
Toyota,Highlander,20622,Automatic,2000,Front,,2023-03-25 16:34:10.642752,2023-04-02 16:34:10.642752,10000.0,Full,3.5L V6,295
Mercedes-Benz,E-Class,140763,Automatic,1996,Side,,2024-06-06 16:34:10.642773,,10000.0,Luxe,3.0L I6 Turbo,362
Mercedes-Benz,GLA,29928,Automatic,2017,,,2022-06-01 16:34:10.642791,2022-07-06 16:34:10.642791,10000.0,Full,2.0L I4 Turbo,221
Mercedes-Benz,C-Class,19333,Automatic,1994,Roof,,2022-08-20 16:34:10.642812,,10000.0,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,10744,Automatic,2003,,,2024-09-28 16:34:10.642829,2024-10-18 16:34:10.642829,10000.0,Full,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,65721,Automatic,2021,,,2023-11-08 16:34:10.642850,,33269.78,Base,2.0L I4 Turbo,255
Mercedes-Benz,GLC,25590,Automatic,2016,Rear,,2022-10-25 16:34:10.642869,,10000.0,Luxe,2.0L I4 Turbo,255
Audi,A4,11601,Automatic,1997,,,2022-12-05 16:34:10.642887,,15000.0,Base,2.0L I4 Turbo,261
Toyota,Tacoma,153341,Automatic,2007,,,2024-06-06 16:34:10.642904,2024-07-24 16:34:10.642904,10000.0,Full,3.5L V6,278
Mercedes-Benz,C-Class,157392,Automatic,2015,,,2022-08-18 16:34:10.642925,,10000.0,Advanced,2.0L I4 Turbo,255
Audi,Q5,66580,Automatic,2016,,,2023-03-09 16:34:10.642943,,15010.77,Full,2.0L I4 Turbo,261
Toyota,Tacoma,126744,Automatic,2000,Rear,,2023-03-30 16:34:10.642963,,10000.0,Base,3.5L V6,278
Mercedes-Benz,E-Class,86993,Automatic,2002,,,2024-08-09 16:34:10.642980,2024-10-05 16:34:10.642980,11255.84,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,148456,Automatic,2022,Front,,2023-10-13 16:34:10.643005,2023-11-20 16:34:10.643005,47684.04,Full,3.0L I6 Turbo,362
Toyota,RAV4,79515,Automatic,2014,Roof,,2022-02-14 16:34:10.643027,,10000.0,Full,2.5L I4,203
Mercedes-Benz,S-Class,112405,Automatic,2003,,,2024-02-26 16:34:10.643045,2024-04-16 16:34:10.643045,11926.6,Base,4.0L V8,496
Audi,A4,32282,Automatic,1998,Rear,,2024-06-15 16:34:10.643066,,15000.0,Luxe,2.0L I4 Turbo,261
Toyota,Tacoma,179768,Automatic,2016,Rear,,2024-03-15 16:34:10.643191,2024-04-10 16:34:10.643191,10000.0,Advanced,2.7L I4,159
Mercedes-Benz,GLC,33480,Automatic,2018,Front,,2022-05-06 16:34:10.643216,,10000.0,Full,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,32534,Automatic,2002,,,2022-08-11 16:34:10.643233,2022-08-23 16:34:10.643233,10000.0,Advanced,2.0L I4 Turbo,255
Audi,A8,171451,Automatic,1997,,,2023-06-12 16:34:10.643254,,17741.4,Base,3.0L V6 Turbo,335
Toyota,Camry,113129,Automatic,1997,,,2024-03-28 16:34:10.643275,2024-04-20 16:34:10.643275,10000.0,Advanced,3.5L V6,301
Audi,A8,119355,Automatic,1998,,,2022-12-30 16:34:10.643297,,21139.32,Base,4.0L V8,563
Audi,A8,128743,Automatic,2021,,,2024-08-26 16:34:10.643315,,115239.66,Full,3.0L V6 Turbo,335
Audi,Q7,183481,Automatic,2020,Front,,2022-08-19 16:34:10.643336,2022-09-15 16:34:10.643336,31533.449999999997,Base,3.0L V6 Turbo,335
Toyota,Tacoma,9046,Automatic,2013,,,2022-09-28 16:34:10.643357,,10000.0,Base,3.5L V6,278
Audi,Q7,149802,Automatic,2009,,,2022-10-31 16:34:10.643376,,15000.0,Base,3.0L V6 Turbo,335
Toyota,Camry,148949,Automatic,2014,,,2022-04-18 16:34:10.643394,2022-04-25 16:34:10.643394,10000.0,Base,2.5L I4,203
Audi,A8,34450,Automatic,2018,,,2023-04-02 16:34:10.643414,2023-05-24 16:34:10.643414,28008.870000000003,Advanced,4.0L V8,563
Mercedes-Benz,E-Class,119095,Automatic,2016,,,2022-05-12 16:34:10.643436,2022-06-16 16:34:10.643436,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,123279,Automatic,1981,Rear,,2022-02-14 16:34:10.643456,2022-03-30 16:34:10.643456,11248.9,Full,4.0L V8,496
Mercedes-Benz,S-Class,151726,Manual,2021,,,2024-02-21 16:34:10.643478,,62459.44,Luxe,3.0L I6 Turbo,429
Audi,A8,72145,Automatic,2019,,,2024-03-07 16:34:10.643498,2024-03-12 16:34:10.643498,46147.89,Luxe,4.0L V8,563
Toyota,Corolla,149528,Automatic,2006,,,2023-02-12 16:34:10.643521,2023-03-20 16:34:10.643521,10000.0,Full,1.8L I4,139
Audi,Q5,154690,Automatic,2016,Side,,2022-07-25 16:34:10.643546,,15000.0,Advanced,3.0L V6,349
Mercedes-Benz,C-Class,188329,Automatic,2016,,,2023-08-28 16:34:10.643566,,10000.0,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,107495,Automatic,2021,,,2022-12-04 16:34:10.643584,,42830.4,Full,3.0L I6 Turbo,362
Toyota,Highlander,158689,Automatic,2008,,,2023-05-17 16:34:10.643603,2023-07-06 16:34:10.643603,10000.0,Luxe,3.5L V6,295
Audi,A8,189998,Automatic,2017,,,2024-02-16 16:34:10.643624,2024-03-15 16:34:10.643624,19957.56,Advanced,4.0L V8,563
Mercedes-Benz,GLC,159063,Automatic,2018,,,2024-02-24 16:34:10.643646,2024-04-03 16:34:10.643646,10000.0,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,143753,Automatic,2008,Rear,,2022-11-10 16:34:10.643666,2022-11-17 16:34:10.643666,10457.76,Advanced,3.0L I6 Turbo,429
Toyota,Highlander,185156,Automatic,2021,,,2022-11-21 16:34:10.643688,,27452.9,Full,2.5L I4 Hybrid,243
Audi,Q7,118027,Automatic,2019,,,2022-10-23 16:34:10.643708,2022-11-17 16:34:10.643708,21592.71,Base,2.0L I4 Turbo,248
Toyota,Highlander,37886,Automatic,2015,,,2024-07-31 16:34:10.643730,2024-09-11 16:34:10.643730,10000.0,Advanced,2.5L I4 Hybrid,243
Mercedes-Benz,S-Class,183918,Automatic,2011,,,2023-12-13 16:34:10.643750,,10489.7,Base,3.0L I6 Turbo,429
Audi,A8,90463,Automatic,2017,,,2024-07-28 16:34:10.643769,,28271.61,Full,4.0L V8,563
Audi,A8,41244,Automatic,2023,,,2022-09-21 16:34:10.643788,,258416.84999999998,Luxe,3.0L V6 Turbo,335
Audi,A6,150237,Automatic,2011,,,2024-06-26 16:34:10.643808,2024-08-02 16:34:10.643808,15000.0,Base,2.0L I4 Turbo,248
Mercedes-Benz,E-Class,110698,Automatic,2011,,,2023-08-15 16:34:10.643828,2023-09-28 16:34:10.643828,10000.0,Full,3.0L I6 Turbo,362
Mercedes-Benz,C-Class,179960,Automatic,2017,,,2024-11-02 16:34:10.643848,,10000.0,Full,2.0L I4 Turbo,255
Audi,A4,45909,Automatic,2004,,,2023-11-08 16:34:10.643867,2023-12-30 16:34:10.643867,15143.939999999999,Full,2.0L I4 Turbo,261
Toyota,Corolla,89922,Automatic,1991,,,2023-10-02 16:34:10.643893,,10000.0,Base,2.0L I4,169
Audi,A8,131703,Automatic,2003,,,2024-07-19 16:34:10.643913,2024-09-08 16:34:10.643913,20151.03,Base,3.0L V6 Turbo,335
Toyota,Corolla,174136,Automatic,1995,,,2023-03-28 16:34:10.643935,2023-04-26 16:34:10.643935,10000.0,Full,1.8L I4,139
Toyota,Tacoma,168666,Automatic,2023,Side,,2022-04-25 16:34:10.643956,2022-06-10 16:34:10.643956,27498.94,Base,2.7L I4,159
Mercedes-Benz,GLA,175948,Automatic,2015,,,2023-12-01 16:34:10.643977,,10000.0,Luxe,2.0L I4 Turbo,221
Toyota,Camry,156384,Automatic,2020,,,2023-11-01 16:34:10.643995,,10622.8,Advanced,2.5L I4,203
Mercedes-Benz,GLC,174455,Automatic,2017,,,2022-08-11 16:34:10.644014,2022-08-13 16:34:10.644014,10000.0,Advanced,2.0L I4 Turbo,255
Audi,Q7,8765,Manual,2010,Front,,2023-07-10 16:34:10.644039,,16848.239999999998,Full,2.0L I4 Turbo,248
Mercedes-Benz,C-Class,133043,Automatic,2005,Front,,2022-04-04 16:34:10.644058,2022-05-06 16:34:10.644058,10000.0,Base,2.0L I4 Turbo,255
Toyota,Corolla,74346,Automatic,1991,,,2022-07-25 16:34:10.644077,,10000.0,Advanced,1.8L I4,139
Toyota,RAV4,61167,Automatic,2015,,,2024-08-03 16:34:10.644095,2024-08-06 16:34:10.644095,10000.0,Base,2.5L I4,203
Mercedes-Benz,C-Class,18119,Automatic,2020,Roof,,2022-04-08 16:34:10.644117,,20294.34,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,GLC,83715,Automatic,2022,,,2022-03-07 16:34:10.644136,2022-03-18 16:34:10.644136,63015.28,Luxe,2.0L I4 Turbo,255
Toyota,Highlander,197796,Automatic,2009,,,2022-08-23 16:34:10.644159,2022-10-04 16:34:10.644159,10000.0,Base,3.5L V6,295
Audi,A8,182759,Automatic,1998,,,2022-09-09 16:34:10.644179,2022-10-17 16:34:10.644179,18884.97,Advanced,3.0L V6 Turbo,335
Audi,A4,21414,Manual,1995,Rear,,2023-07-01 16:34:10.644201,,15000.0,Advanced,2.0L I4 Turbo,261
Mercedes-Benz,GLC,176247,Automatic,2016,,,2023-01-05 16:34:10.644219,2023-02-18 16:34:10.644219,10000.0,Full,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,138779,Automatic,2021,,,2024-04-14 16:34:10.644238,,48125.02,Luxe,3.0L I6 Turbo,362
Audi,A8,62940,Automatic,2002,,,2024-06-18 16:34:10.644257,,29438.73,Luxe,3.0L V6 Turbo,335
Toyota,Tacoma,121540,Automatic,2023,,,2022-08-17 16:34:10.644276,2022-10-07 16:34:10.644276,38045.7,Base,2.7L I4,159
Toyota,RAV4,182336,Automatic,1995,Front,,2024-01-04 16:34:10.644298,2024-01-28 16:34:10.644298,10000.0,Full,2.5L I4,203
Toyota,Corolla,100524,Automatic,1986,,,2022-10-08 16:34:10.644319,2022-10-19 16:34:10.644319,10000.0,Advanced,2.0L I4,169
Mercedes-Benz,E-Class,140646,Automatic,2012,Roof,,2024-07-22 16:34:10.644339,,10000.0,Base,3.0L I6 Turbo,362
Toyota,Corolla,156591,Automatic,1995,,,2023-08-18 16:34:10.644357,,10000.0,Full,2.0L I4,169
Mercedes-Benz,S-Class,47304,Automatic,2011,Front,,2023-07-25 16:34:10.644375,2023-07-31 16:34:10.644375,16259.0,Luxe,3.0L I6 Turbo,429
Toyota,Tacoma,180824,Automatic,2022,,,2024-05-31 16:34:10.644397,2024-07-22 16:34:10.644397,37403.46,Luxe,3.5L V6,278
Toyota,RAV4,63005,Automatic,1994,,,2023-05-27 16:34:10.644421,2023-06-09 16:34:10.644421,10000.0,Luxe,2.5L I4,203
Toyota,Tacoma,39331,Automatic,1997,,,2024-04-21 16:34:10.644442,2024-05-22 16:34:10.644442,10000.0,Advanced,3.5L V6,278
Mercedes-Benz,S-Class,33104,Automatic,1975,Rear,,2024-06-05 16:34:10.644465,,13835.32,Advanced,4.0L V8,496
Toyota,Corolla,166722,Automatic,1992,,,2023-05-25 16:34:10.644484,2023-06-05 16:34:10.644484,10000.0,Base,1.8L I4,139
Toyota,Highlander,191111,Automatic,2008,Rear,Front,2022-09-30 16:34:10.644510,2022-11-22 16:34:10.644510,10000.0,Luxe,2.5L I4 Hybrid,243
Audi,Q5,64190,Automatic,2022,,,2023-04-25 16:34:10.644534,2023-06-16 16:34:10.644534,100119.63,Luxe,3.0L V6,349
Audi,A4,142070,Automatic,2015,,,2024-06-22 16:34:10.644555,,15000.0,Base,2.0L I4 Turbo,261
Audi,Q7,178749,Automatic,2019,,,2022-08-28 16:34:10.644573,,19800.06,Advanced,2.0L I4 Turbo,248
Audi,Q7,159223,Automatic,2017,Front,,2024-07-02 16:34:10.644597,2024-07-05 16:34:10.644597,15000.0,Luxe,3.0L V6 Turbo,335
Mercedes-Benz,C-Class,53787,Automatic,1998,,,2023-05-12 16:34:10.644618,,10000.0,Advanced,2.0L I4 Turbo,255
Toyota,RAV4,130684,Automatic,2018,Front,,2022-04-09 16:34:10.644641,,10000.0,Luxe,2.5L I4,203
Mercedes-Benz,S-Class,193123,Automatic,1975,,,2023-06-17 16:34:10.644660,2023-08-05 16:34:10.644660,13359.38,Luxe,4.0L V8,496
Audi,Q7,106300,Automatic,2008,Front,,2024-04-21 16:34:10.644682,,15000.0,Luxe,2.0L I4 Turbo,248
Toyota,RAV4,22457,Automatic,2015,Front,,2024-08-08 16:34:10.644702,,10000.0,Base,2.5L I4,203
Toyota,Camry,191851,Automatic,1988,,,2022-05-01 16:34:10.644720,,10000.0,Luxe,2.5L I4,203
Mercedes-Benz,E-Class,188562,Automatic,2023,Front,,2024-01-06 16:34:10.644739,2024-02-10 16:34:10.644739,52948.42,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,13313,Automatic,1994,,,2022-08-28 16:34:10.644761,,18573.28,Full,4.0L V8,496
Audi,Q5,45138,Automatic,2013,,,2022-05-31 16:34:10.644781,,15000.0,Base,2.0L I4 Turbo,261
Mercedes-Benz,S-Class,150043,Automatic,2005,,,2024-03-15 16:34:10.644799,,11803.9,Advanced,3.0L I6 Turbo,429
Mercedes-Benz,C-Class,96058,Automatic,2007,,,2024-09-23 16:34:10.644818,2024-11-11 16:34:10.644818,10000.0,Luxe,2.0L I4 Turbo,255
Audi,A6,141132,Manual,2002,,,2024-01-01 16:34:10.644839,,15000.0,Base,3.0L V6 Turbo,335
Mercedes-Benz,GLA,154517,Automatic,2014,,,2022-04-05 16:34:10.644857,,10000.0,Base,2.0L I4 Turbo,221
Mercedes-Benz,S-Class,124072,Automatic,2017,,,2022-06-26 16:34:10.644875,,16065.12,Luxe,4.0L V8,496
Toyota,RAV4,178986,Automatic,1995,,,2023-03-19 16:34:10.644894,,10000.0,Base,2.5L I4,203
Mercedes-Benz,GLC,28849,Automatic,2023,,,2022-11-04 16:34:10.644913,,64132.04,Base,2.0L I4 Turbo,255
Toyota,Camry,138594,Automatic,1986,,,2024-10-16 16:34:10.644932,2024-10-17 16:34:10.644932,10000.0,Luxe,2.5L I4,203
Toyota,Corolla,113321,Automatic,1975,,,2024-04-15 16:34:10.644954,,10000.0,Luxe,2.0L I4,169
Toyota,Highlander,129319,Automatic,2022,Front,,2022-03-08 16:34:10.644972,2022-03-26 16:34:10.644972,26041.84,Base,3.5L V6,295
Mercedes-Benz,GLA,163600,Automatic,2018,,,2022-03-31 16:34:10.644994,,10000.0,Advanced,2.0L I4 Turbo,221
Audi,Q7,170732,Automatic,2008,Front,,2023-11-01 16:34:10.645012,2023-12-14 16:34:10.645012,15000.0,Advanced,2.0L I4 Turbo,248
Mercedes-Benz,GLC,100667,Automatic,2020,Rear,,2024-06-16 16:34:10.645032,,19172.44,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,59774,Automatic,2003,,,2023-10-27 16:34:10.645051,2023-11-11 16:34:10.645051,10000.0,Luxe,2.0L I4 Turbo,255
Toyota,Corolla,96459,Automatic,1986,,,2023-11-17 16:34:10.645072,,10000.0,Advanced,1.8L I4,139
Toyota,Tacoma,162238,Manual,1998,,,2023-04-02 16:34:10.645089,,10000.0,Luxe,3.5L V6,278
Toyota,Tacoma,139855,Automatic,2009,,,2023-06-09 16:34:10.645394,,10000.0,Full,3.5L V6,278
Audi,Q5,130416,Manual,2008,,,2022-12-28 16:34:10.645418,2023-01-29 16:34:10.645418,15000.0,Base,2.0L I4 Turbo,261
Mercedes-Benz,GLC,7729,Automatic,2018,,,2023-06-18 16:34:10.645441,2023-08-11 16:34:10.645441,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,168517,Automatic,2012,,,2023-01-08 16:34:10.645461,,13492.48,Luxe,4.0L V8,496
Mercedes-Benz,GLA,144360,Manual,2016,,,2022-04-12 16:34:10.645482,,10000.0,Advanced,2.0L I4 Turbo,221
Mercedes-Benz,E-Class,13716,Automatic,1993,Front,,2022-12-10 16:34:10.645501,,10456.14,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,65929,Automatic,1984,Front,,2022-06-21 16:34:10.645520,,13120.96,Full,3.0L I6 Turbo,429
Toyota,RAV4,166097,Automatic,2012,,,2024-06-15 16:34:10.645542,,10000.0,Advanced,2.5L I4,203
Audi,A8,145773,Automatic,2010,,,2023-02-22 16:34:10.645561,2023-03-16 16:34:10.645561,23321.73,Advanced,4.0L V8,563
Toyota,Highlander,30030,Manual,2011,,,2022-03-04 16:34:10.645583,2022-04-02 16:34:10.645583,10000.0,Full,2.5L I4 Hybrid,243
Audi,A8,54457,Automatic,2014,,,2024-03-28 16:34:10.645603,2024-05-07 16:34:10.645603,28461.36,Full,4.0L V8,563
Mercedes-Benz,GLA,30995,Automatic,2022,Front,,2023-09-18 16:34:10.645625,,47066.48,Luxe,2.0L I4 Turbo,221
Toyota,RAV4,101069,Automatic,1997,,,2023-06-07 16:34:10.645644,,10000.0,Advanced,2.5L I4,203
Toyota,RAV4,137515,Automatic,1999,Front,,2024-08-20 16:34:10.645663,,10000.0,Advanced,2.5L I4,203
Toyota,Corolla,144560,Automatic,1967,,,2024-09-14 16:34:10.645682,2024-10-05 16:34:10.645682,10000.0,Base,2.0L I4,169
Toyota,Tacoma,188647,Automatic,2001,,,2024-08-26 16:34:10.645702,,10000.0,Base,2.7L I4,159
Toyota,RAV4,27499,Automatic,2020,,,2024-10-31 16:34:10.645720,,19088.06,Advanced,2.5L I4,203
